ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,form_in_source
1216,kaspi,horn,,e + r i j a ŋ,,,
1217,kaspi,house,,h õ,,,
1218,kaspi,knee,,l a + g i j o ŋ,,,
1219,kaspi,toknow,,i t + pʰ a t,,,
1220,kaspi,tolaugh,,s e ʔ,,,
1221,kaspi,leaf,,r a p,,,
1222,kaspi,legfoot,,l aⁱ/ai,,,
1223,kaspi,long,,pʰ i j a ŋ,,,
1224,kaspi,moon,,h a + b i j e,,,
1225,kaspi,mouth,,s e m,,,
1226,kaspi,name,,e + b e ŋ,,,
1227,kaspi,neck,,j ua,,,
1228,kaspi,new,,m + v əo,,,
1229,kaspi,nose,,e + pʰ u ŋ,,,
1230,kaspi,oldofthings,,e + h e k,,,
1231,kaspi,one,,dʒ e,,,
1232,kaspi,path,,l ə m ua,,,
1233,kaspi,rain,,h a + pʰ i j e,,,
1234,kaspi,red,,ʃ eⁱ/e,,,
1235,kaspi,root,,e + r a ŋ,,,
1236,kaspi,salt,,s u + ɹ e,,,
1237,kaspi,sand,,b a l i,,,
1238,kaspi,tosay,,s i + pʰ a,,,
1239,kaspi,tosee,,r e k + pʰ a,,,
1240,kaspi,tosit,,d ə k + m u,,,
1241,kaspi,skinhide,,e + kʰ u k,,,
1242,kaspi,tosleep,,m e n,,,
1243,kaspi,small,,e + j u ŋ,,,
1244,kaspi,smoke,,b ai ŋ + kʰ a m,,,
1245,kaspi,stand,,dʒ oi,,,
1246,kaspi,star,,l a + d i j a ŋ,,,
1247,kaspi,stonerock,,l a b aᵘ/a,,,
1248,kaspi,sun,,h a + n aⁱ/ai,,,
1249,kaspi,sweet,,pʰ i + j a ŋ,,,
1250,kaspi,tail,,e + ɲ oⁱ/o,,,
1251,kaspi,totake,,j e + pʰ a,,,
1252,kaspi,this,,h e + pʰ o m o n o,,,
1253,kaspi,tongue,,r i,,,
1254,kaspi,tooth,,ʃ i n i ŋ,,,
1255,kaspi,water,,kʰ oᵘ/o,,,
1256,kaspi,what,,n i j e,,,
1257,kaspi,white,,m õᵘ/õu,,,
1258,kaspi,who,,h a + n i j u,,,
1259,kaspi,wind,,h a + s a m,,,
1260,kaspi,woman,,h õa + m u,,,
1261,kaspi,wood,,h i ŋ,,,
1262,kaspi,yesterday,,tʰ ə + m i + j a ŋ,,,
1263,namphri,1sg,,g o,,,
1264,namphri,2sg,,n o,,,
1265,namphri,3sg,,oe,,,
1266,namphri,ant,,ʃ i ŋ i ŋ,,,
1267,namphri,armhand,,w a t,,,
1268,namphri,ash,,s + p i j e,,,
1269,namphri,big,,b oᵘ/o,,,
1270,namphri,bird,,f ua,,,
1271,namphri,bite,,tʰ o k + pʰ a,,,
1272,namphri,bitter,,e + kʰ oᵘ/o,,,
1273,namphri,black,,e + s ui,,,
1274,namphri,blood,,m ə + f aⁱ/ai,,,
1275,namphri,bone,,e + z e ŋ,,,
1276,namphri,breast,,n i w,,,
1277,namphri,toburnit,,f u + pʰ a,,,
1278,namphri,cloud,,tʃ a + k a + m a ŋ,,,
1279,namphri,tocryweep,,tʃ o,,,
1280,namphri,todie,,i + d u n,,,
1281,namphri,todomake,,ɾ a p + pʰ a,,,
1282,namphri,dog,,tʃ oⁱ/o,,,
1283,namphri,drink,,n a ŋ,,,
1284,namphri,dry,,n ə + g ou,,,
1285,namphri,ear,,kʰ õ,,,
1286,namphri,eat,,tʃ ə + m u t,,,
1287,namphri,egg,,kʰ e + r e,,,
1288,namphri,eye,,m i + j a k,,,
1289,namphri,far,,r ᵘ/w a ŋ,,,
1290,namphri,fat,,e + j o,,,
1291,namphri,fingernail,,p ə + ʃ e n,,,
1292,namphri,fire,,b oᵉ/o,,,
1293,namphri,fish,,u + ŋ ə̄/ə,,,
1294,namphri,fleshmeat,,e + b ei,,,
1295,namphri,tofly,,kʰ eⁱ/e + pʰ a,,,
1296,namphri,full,,e l eⁱ/e,,,
1297,namphri,togive,,pʰ i,,,
1298,namphri,togo,,v əo + pʰ a,,,
1299,namphri,good,,a + v i j e,,,
1300,namphri,haironhead,,kʰ a + z i j a ŋ,,,
1301,namphri,head,,kʰ ɾ u k,,,
1302,namphri,tohear,,j oⁱ/o,,,
1303,namphri,heavy,,e + l aⁱ/ai,,,
1304,namphri,tokill,,ua,,,
1305,namphri,horn,,e + r i j a ŋ,,,
1306,namphri,house,,h õ,,,
1307,namphri,knee,,l a + g i j o ŋ,,,
1308,namphri,toknow,,i t + pʰ a,,,
1309,namphri,tolaugh,,ʃ e ʔ + pʰ a,,,
1310,namphri,leaf,,r a p,,,
1311,namphri,legfoot,,l aⁱ/ai,,,
1312,namphri,long,,e + pʰ i j a m,,,
1313,namphri,moon,,h a + b i j e,,,
1314,namphri,mouth,,s e m,,,
1315,namphri,name,,e + b e ŋ,,,
1316,namphri,neck,,j ua,,,
1317,namphri,new,,e + v o,,,
1318,namphri,nose,,e + pʰ u ŋ,,,
1319,namphri,oldofthings,,e + h e k,,,
1320,namphri,one,,dʒ e,,,
1321,namphri,path,,l ə m ua,,,
1322,namphri,rain,,h a + pʰ i j e,,,
1323,namphri,red,,e + ʃ ai k,,,
1324,namphri,root,,e + r a ŋ,,,
1325,namphri,salt,,s u + r u w a,,,
1326,namphri,sand,,b a l i,,,
1327,namphri,tosay,,j o + pʰ a,,,
1328,namphri,tosee,,r ə k,,,
1329,namphri,tosit,,d u k + m a + g e,,,
1330,namphri,skinhide,,e + kʰ u k,,,
1331,namphri,tosleep,,m e n + pʰ a,,,
1332,namphri,small,,iu,,,
1333,namphri,smoke,,b oᵉ/o + m o + kʰ ə m,,,
1334,namphri,stand,,dʒ ai + m a + g e,,,
1335,namphri,star,,t a + d i j a ŋ,,,
1336,namphri,stonerock,,l u b u,,,
1337,namphri,sun,,h a + n aⁱ/ai,,,
1338,namphri,sweet,,pʰ i + j a ŋ,,,
1339,namphri,tail,,e + ɲ oⁱ/o,,,
1340,namphri,totake,,l i j e,,,
1341,namphri,this,,dʒ i j e,,,
1342,namphri,tongue,,r i,,,
1343,namphri,tooth,,ʃ i n i ŋ,,,
1344,namphri,water,,kʰ oᵘ/o,,,
1345,namphri,what,,ɲ i j a g a,,,
1346,namphri,white,,e + m o ŋ,,,
1347,namphri,who,,h a + n i j u,,,
1348,namphri,wind,,h a + s a m,,,
1349,namphri,woman,,h õa + m ua,,,
1350,namphri,wood,,h i ŋ,,,
1351,namphri,yesterday,,d i + j o,,,
1352,bulu,1sg,,g uː,,,
1353,bulu,2sg,,n aː,,,
1354,bulu,3sg,,v ɛː,,,
1355,bulu,ant,,dʒ a m + dʒ u ʔ,,,
1356,bulu,armhand,,g e ʔ,,,
1357,bulu,ash,,pʰ a + r ə p,,,
1358,bulu,big,,a + r aː,,,
1359,bulu,bird,,p ə + d uː,,,
1360,bulu,bite,,t ɔ ʔ,,,
1361,bulu,bitter,,a + tʃ a ʔ,,,
1362,bulu,black,,a + h j ɛ N/ɴ,,,
1363,bulu,blood,,a + h ui,,,
1364,bulu,bone,,a + z ɛ N/ɴ,,,
1365,bulu,breast,,a + n j ɛː,,,
1366,bulu,toburnit,,h a m,,,
1367,bulu,tocarryonback,,ʒ e N/ɴ,,,
1368,bulu,cloud,,s ə + t ɨː,,,
1369,bulu,tocryweep,,tʃ ɛ ʔ,,,
1370,bulu,todie,,iː,,,
1371,bulu,todomake,,ts a ʔ,,,
1372,bulu,dog,,b uː,,,
1373,bulu,drink,,i n,,,
1374,bulu,dry,,a + w ɛ N/ɴ,,,
1375,bulu,ear,,a + k ui N/ɴ,,,
1376,bulu,eat,,tʃ iː,,,
1377,bulu,egg,,a + w u N/ɴ,,,
1378,bulu,eye,,a + k ə m,,,
1379,bulu,far,,a + tʃ oi,,,
1380,bulu,fat,,a + ʒ ɔː,,,
1381,bulu,fingernail,,a + g e ʔ + g ə + s ɨ n,,,
1382,bulu,fire,,b ɛː,,,
1383,bulu,fish,,tʃ ui,,,
1384,bulu,fleshmeat,,ʃ iː,,,
1385,bulu,tofly,,k iː,,,
1386,bulu,full,,l j ɛː,,,
1387,bulu,togive,,t a N/ɴ,,,
1388,bulu,togo,,v uː,,,
1389,bulu,good,,a + m j ɛː,,,
1390,bulu,haironhead,,k ə + z a N/ɴ,,,
1391,bulu,hard,,a + ʃ ɔ N/ɴ,,,
1392,bulu,head,,a + k u N/ɴ,,,
1393,bulu,tohear,,n ɨ ŋ,,,
1394,bulu,heavy,,a + l ɨː,,,
1395,bulu,tohide,,u ʔ,,,
1396,bulu,tokill,,w ɛ ʔ,,,
1397,bulu,horn,,a + k j ɛ N/ɴ,,,
1398,bulu,house,,h a m,,,
1399,bulu,in,,a + l ɨ ŋ,,,
1400,bulu,knee,,a + l ɛː + k ə + p ei ʔ,,,
1401,bulu,toknow,,d ɛ N/ɴ,,,
1402,bulu,tolaugh,,z ɛː,,,
1403,bulu,leaf,,a + l ə p,,,
1404,bulu,legfoot,,a + l ɛː,,,
1405,bulu,liver,,a + pʰ i N/ɴ,,,
1406,bulu,long,,a + p j a N/ɴ,,,
1407,bulu,louse,,ʃ i ʔ,,,
1408,bulu,moon,,h a N/ɴ + b ɔː,,,
1409,bulu,mouth,,a + s ə m,,,
1410,bulu,name,,a + b j ɛ N/ɴ,,,
1411,bulu,navel,,s i m + b ə + l ui,,,
1412,bulu,neck,,k ə + t u N/ɴ + r i n,,,
1413,bulu,new,,a + f ɛ N/ɴ,,,
1414,bulu,nose,,a + pʰ u N/ɴ,,,
1415,bulu,not,,b a,,,
1416,bulu,oldofthings,,a + ts ɛ N/ɴ,,,
1417,bulu,one,,t yi,,,
1418,bulu,path,,l i m,,,
1419,bulu,rain,,h a m + p iː,,,
1420,bulu,red,,a + ʃ i ʔ,,,
1421,bulu,root,,ʃ i N/ɴ + r i n,,,
1422,bulu,torun,,r i n,,,
1423,bulu,salt,,f əu,,,
1424,bulu,sand,,s ə m + p j ɛː,,,
1425,bulu,tosay,,r iː,,,
1426,bulu,tosee,,n i ŋ,,,
1427,bulu,tosit,,r ɨː,,,
1428,bulu,skinhide,,a + k u ʔ,,,
1429,bulu,tosleep,,r ə m,,,
1430,bulu,small,,a + z iː,,,
1431,bulu,smoke,,b ɛ + kʰ ɨː,,,
1432,bulu,stand,,tʃ i n,,,
1433,bulu,star,,h a N/ɴ + w ai ʔ,,,
1434,bulu,stonerock,,k a + l ɨ ŋ,,,
1435,bulu,sun,,h a + m i,,,
1436,bulu,sweet,,a + p i n,,,
1437,bulu,tail,,a + n yi,,,
1438,bulu,totake,,l eː,,,
1439,bulu,thick,,a + p ə n,,,
1440,bulu,this,,h ɨ ŋ,,,
1441,bulu,tongue,,a + l yi,,,
1442,bulu,tooth,,k ə + t ɔ N/ɴ,,,
1443,bulu,water,,kʰ ɔː,,,
1444,bulu,what,,h ɛː,,,
1445,bulu,white,,a + r j u N/ɴ,,,
1446,bulu,who,,m iː,,,
1447,bulu,wind,,h a N/ɴ + ʃ i n,,,
1448,bulu,wing,,a + ʒ ui N/ɴ,,,
1449,bulu,woman,,m ə + r uː,,,
1450,bulu,wood,,ʃ i N/ɴ,,,
1451,bulu,yesterday,,dʒ i + r j ɛː,,,
1452,kojorojo,1sg,,g o,,,
1453,kojorojo,2sg,,n a ŋ,,,
1454,kojorojo,3sg,,w ai,,,
1455,kojorojo,ant,,g a m + g ɹ u,,,
1456,kojorojo,armhand,,g ei ʔ,,,
1457,kojorojo,ash,,b ə + r ə m,,,
1458,kojorojo,big,,a + r ai,,,
1459,kojorojo,bird,,p ə + d oː,,,
1460,kojorojo,bite,,t ua,,,
1461,kojorojo,bitter,,a + tʃ ua ʔ,,,
1462,kojorojo,black,,a + h j eĩ/ẽi,,,
1463,kojorojo,blood,,a + f ui,,,
1464,kojorojo,bone,,a + ʒ a n,,,
1465,kojorojo,breast,,a + n j ei,,,
1466,kojorojo,toburnit,,dʒ əu,,,
1467,kojorojo,tocarryonback,,ɹ a n,,,
1468,kojorojo,cloud,,k a + d əu + s ə,,,
1469,kojorojo,tocryweep,,tʃ a p,,,
1470,kojorojo,todie,,iː,,,
1471,kojorojo,todomake,,ʒ ou,,,
1472,kojorojo,dog,,b uː,,,
1473,kojorojo,drink,,i n,,,
1474,kojorojo,dry,,a + w a n,,,
1475,kojorojo,ear,,a + k u n,,,
1476,kojorojo,eat,,tʃ iː,,,
1477,kojorojo,egg,,a + l iː,,,
1478,kojorojo,eye,,a + k ə m,,,
1479,kojorojo,far,,a + tʃ ai,,,
1480,kojorojo,fat,,a + z j aː,,,
1481,kojorojo,fingernail,,g ei + ʃ i n,,,
1482,kojorojo,fire,,b ai,,,
1483,kojorojo,fish,,tʃ ui,,,
1484,kojorojo,fleshmeat,,m ai,,,
1485,kojorojo,tofly,,k ɹ ei,,,
1486,kojorojo,full,,j ei,,,
1487,kojorojo,togive,,t a ŋ,,,
1488,kojorojo,togo,,w uː,,,
1489,kojorojo,good,,a + n j a m,,,
1490,kojorojo,haironhead,,k ə + z j a ŋ,,,
1491,kojorojo,hard,,a + h ɹ a n,,,
1492,kojorojo,head,,a + k u ŋ + b əː,,,
1493,kojorojo,tohear,,n u ŋ,,,
1494,kojorojo,heavy,,a + l ei,,,
1495,kojorojo,tohide,,ɨ ʔ,,,
1496,kojorojo,tokill,,a i ʔ,,,
1497,kojorojo,horn,,a + k ɹ a n,,,
1498,kojorojo,house,,h a m,,,
1499,kojorojo,in,,a + l o ŋ,,,
1500,kojorojo,knee,,l ai + k a + p ɹ ei,,,
1501,kojorojo,toknow,,d a n,,,
1502,kojorojo,tolaugh,,z j ei,,,
1503,kojorojo,leaf,,h ɨ̃ + j ə m,,,
1504,kojorojo,legfoot,,l ai,,,
1505,kojorojo,liver,,a + p i n,,,
1506,kojorojo,long,,a + p ɹ a ŋ,,,
1507,kojorojo,louse,,h ɹ ɛ,,,
1508,kojorojo,moon,,h a + b u,,,
1509,kojorojo,mouth,,s ə m,,,
1510,kojorojo,name,,a + b ɹ ɛ n,,,
1511,kojorojo,navel,,r o ŋ + r ei,,,
1512,kojorojo,neck,,t u ŋ + r i n,,,
1513,kojorojo,new,,a + f a n,,,
1514,kojorojo,nose,,a + p u ŋ,,,
1515,kojorojo,not,,b a,,,
1516,kojorojo,oldofthings,,a + tʃ j ɛ n,,,
1517,kojorojo,one,,k j uː,,,
1518,kojorojo,path,,l i m,,,
1519,kojorojo,rain,,h a m + p ɹ oː,,,
1520,kojorojo,red,,a + h ɨː,,,
1521,kojorojo,root,,h ɨ̃ + r i n,,,
1522,kojorojo,torun,,r e n,,,
1523,kojorojo,salt,,f ou,,,
1524,kojorojo,sand,,p a n + tʃ ɨː + h ɹ ɛː,,,
1525,kojorojo,tosay,,r j oː,,,
1526,kojorojo,tosee,,n j ə ŋ,,,
1527,kojorojo,tosit,,dʒ ao,,,
1528,kojorojo,skinhide,,a + k ɨː,,,
1529,kojorojo,tosleep,,r ə m,,,
1530,kojorojo,small,,a + z iː,,,
1531,kojorojo,smoke,,b ai + k əː,,,
1532,kojorojo,stand,,tʃ i n,,,
1533,kojorojo,star,,h a + d a ŋ,,,
1534,kojorojo,stonerock,,k a + h o ŋ,,,
1535,kojorojo,sun,,h a + m i,,,
1536,kojorojo,sweet,,a + p i n,,,
1537,kojorojo,tail,,a + s ə r j a m,,,
1538,kojorojo,totake,,l ei,,,
1539,kojorojo,thick,,a + p e n,,,
1540,kojorojo,this,,h ə ŋ,,,
1541,kojorojo,tongue,,j ui,,,
1542,kojorojo,tooth,,k ə + t ua ŋ,,,
1543,kojorojo,water,,k ua,,,
1544,kojorojo,what,,h ai,,,
1545,kojorojo,white,,a + r j u ŋ,,,
1546,kojorojo,who,,h oː,,,
1547,kojorojo,wind,,h a + h ɹ ɨ n,,,
1548,kojorojo,wing,,a + ʒ u n,,,
1549,kojorojo,woman,,a + m ui,,,
1550,kojorojo,wood,,h ɹ ɨ n,,,
1551,kojorojo,yesterday,,r ə + n iː,,,
1552,rawa,1sg,,g o,,,
1553,rawa,2sg,,n a,,,
1554,rawa,3sg,,h oː,,,
1555,rawa,ant,,g a + m ə + g ɹ oː,,,
1556,rawa,armhand,,g e t,,,
1557,rawa,ash,,b ai + r ə p,,,
1558,rawa,big,,a + r ai,,,
1559,rawa,bird,,p ə + d oː,,,
1560,rawa,bite,,t ua,,,
1561,rawa,bitter,,a + tʃ aː,,,
1562,rawa,black,,a + h j ɛĩ/ɛ̃i,,,
1563,rawa,blood,,f ui,,,
1564,rawa,bone,,a + z a ʔ,,,
1565,rawa,breast,,n j ɛi,,,
1566,rawa,toburnit,,dʒ əu,,,
1567,rawa,tocarryonback,,b əu,,,
1568,rawa,cloud,,t o ŋ + s əu,,,
1569,rawa,tocryweep,,tʃ a p,,,
1570,rawa,todie,,iː,,,
1571,rawa,todomake,,k a t,,,
1572,rawa,dog,,b oː,,,
1573,rawa,drink,,i n,,,
1574,rawa,dry,,a + w a n,,,
1575,rawa,ear,,k o t,,,
1576,rawa,eat,,tʃ iː,,,
1577,rawa,egg,,t j u + l i,,,
1578,rawa,eye,,k ə p,,,
1579,rawa,far,,a + tʃ ai,,,
1580,rawa,fat,,a + z j aː,,,
1581,rawa,fingernail,,g ə + s i n,,,
1582,rawa,fire,,b ai,,,
1583,rawa,fish,,tʃ u ei,,,
1584,rawa,fleshmeat,,m ai,,,
1585,rawa,tofly,,k ei,,,
1586,rawa,full,,l j ɛi,,,
1587,rawa,togive,,t a ʔ,,,
1588,rawa,togo,,w oː,,,
1589,rawa,good,,a + n j a m,,,
1590,rawa,haironhead,,k ə + z j a ʔ,,,
1591,rawa,head,,k o ʔ + b əu,,,
1592,rawa,tohear,,n o ŋ,,,
1593,rawa,heavy,,a + l ei,,,
1594,rawa,tohide,,əː,,,
1595,rawa,tokill,,a t,,,
1596,rawa,horn,,a + k ɹ ɛ t,,,
1597,rawa,house,,h a m,,,
1598,rawa,knee,,l ai + k ə + r ə ʔ,,,
1599,rawa,toknow,,d a t,,,
1600,rawa,tolaugh,,z ei,,,
1601,rawa,leaf,,h ɨ ŋ + l ə p,,,
1602,rawa,legfoot,,l ai,,,
1603,rawa,liver,,a + p j e t,,,
1604,rawa,long,,a + p ɹ a ŋ,,,
1605,rawa,louse,,h ɛː,,,
1606,rawa,moon,,h a + n ua,,,
1607,rawa,mouth,,s ə p,,,
1608,rawa,name,,a + b ɹ ɛ n,,,
1609,rawa,navel,,r oː + r ei,,,
1610,rawa,neck,,t õ + r ɨ n,,,
1611,rawa,new,,a + f aʲ/a t,,,
1612,rawa,nose,,p o ŋ,,,
1613,rawa,not,,b a,,,
1614,rawa,oldofthings,,a + tʃ e t,,,
1615,rawa,one,,t j oː,,,
1616,rawa,path,,l ɨ p,,,
1617,rawa,rain,,h a m + p ɹ oː,,,
1618,rawa,red,,a + r j u ʔ,,,
1619,rawa,root,,a + r ɨ ŋ,,,
1620,rawa,torun,,r i t,,,
1621,rawa,salt,,f oː,,,
1622,rawa,sand,,p ã + tʃ ɨ ʔ,,,
1623,rawa,tosay,,r j oː,,,
1624,rawa,tosee,,n i ŋ,,,
1625,rawa,tosit,,t u ŋ,,,
1626,rawa,skinhide,,a + k əː,,,
1627,rawa,tosleep,,r ə p,,,
1628,rawa,small,,a + j i ŋ,,,
1629,rawa,smoke,,b ai + k ɨː,,,
1630,rawa,stand,,tʃ i ŋ,,,
1631,rawa,star,,s a t,,,
1632,rawa,stonerock,,k ə + b ɹ aː,,,
1633,rawa,sun,,h a + m i,,,
1634,rawa,sweet,,a + p i n,,,
1635,rawa,tail,,a + k ə + d o ŋ,,,
1636,rawa,totake,,l ei,,,
1637,rawa,thick,,a + p i ʔ,,,
1638,rawa,this,,h ə ŋ,,,
1639,rawa,tongue,,l ue,,,
1640,rawa,tooth,,t ua ŋ,,,
1641,rawa,water,,k ua,,,
1642,rawa,what,,h ai,,,
1643,rawa,white,,a + r j u ŋ,,,
1644,rawa,who,,h oː,,,
1645,rawa,wind,,h a + h ɨ n,,,
1646,rawa,wing,,a + z uə t,,,
1647,rawa,woman,,a + m ui,,,
1648,rawa,wood,,h ɨ ŋ,,,
1649,saria,1sg,,g o,,,
1650,saria,2sg,,n a,,,
1651,saria,3sg,,w aː,,,
1652,saria,ant,,g ɹ ɛ ŋ + g ɹ o,,,
1653,saria,armhand,,g ei ʔ,,,
1654,saria,ash,,b ai + r ə ʔ,,,
1655,saria,big,,t o ʔ,,,
1656,saria,bird,,p ə + d oː,,,
1657,saria,bite,,t ua,,,
1658,saria,bitter,,a + k j aː,,,
1659,saria,black,,a + h ɛ̃,,,
1660,saria,blood,,h ue,,,
1661,saria,bone,,a + z ai ʔ,,,
1662,saria,breast,,ɲ ɛː,,,
1663,saria,toburnit,,dʒ ɨː,,,
1664,saria,tocarryonback,,e i ʔ,,,
1665,saria,cloud,,k a + t ɨː + s ɨː,,,
1666,saria,tocryweep,,k j a ʔ,,,
1667,saria,todie,,iː,,,
1668,saria,todomake,,k ai ʔ,,,
1669,saria,dog,,b oː,,,
1670,saria,drink,,r i ŋ,,,
1671,saria,dry,,a + w ai ʔ,,,
1672,saria,ear,,k ui ʔ,,,
1673,saria,eat,,tʃ iː,,,
1674,saria,egg,,m ə + r iː,,,
1675,saria,eye,,k ə ʔ,,,
1676,saria,far,,k j eː,,,
1677,saria,fat,,a + z ua,,,
1678,saria,fingernail,,g ei + s i ŋ,,,
1679,saria,fire,,b ɛː,,,
1680,saria,fish,,ɲ oː,,,
1681,saria,fleshmeat,,m ə + r e ʔ,,,
1682,saria,tofly,,p i ʔ,,,
1683,saria,full,,l ɛː,,,
1684,saria,togive,,t a ŋ,,,
1685,saria,togo,,uː,,,
1686,saria,good,,a + j ɨː,,,
1687,saria,haironhead,,k ə + z a ʔ,,,
1688,saria,hard,,g aː,,,
1689,saria,head,,a + k o ʔ,,,
1690,saria,tohear,,r o ŋ,,,
1691,saria,heavy,,a + l ei,,,
1692,saria,tohide,,r j a ŋ + əː,,,
1693,saria,tokill,,a i ʔ,,,
1694,saria,horn,,a + k ua ŋ,,,
1695,saria,house,,h a ʔ,,,
1696,saria,in,,a + r a ŋ,,,
1697,saria,knee,,l ɛː + k u ŋ,,,
1698,saria,toknow,,d ai ʔ,,,
1699,saria,tolaugh,,z ɛː,,,
1700,saria,leaf,,a + l ə ʔ,,,
1701,saria,legfoot,,l ai,,,
1702,saria,liver,,a + p i ʔ,,,
1703,saria,long,,p ɹ a ŋ,,,
1704,saria,louse,,p r ɛː,,,
1705,saria,moon,,a ŋ + b o,,,
1706,saria,mouth,,s ə ʔ,,,
1707,saria,name,,a + b ɹ ɛ ŋ,,,
1708,saria,navel,,r ue + r i,,,
1709,saria,neck,,k ə + t j u ŋ,,,
1710,saria,new,,a + f ai ʔ,,,
1711,saria,nose,,p o ŋ,,,
1712,saria,not,,b a,,,
1713,saria,oldofthings,,a + tʃ ei ʔ,,,
1714,saria,one,,tʃ ue,,,
1715,saria,path,,l i ʔ,,,
1716,saria,rain,,h a ʔ + p ɹ o,,,
1717,saria,red,,a + r j u ʔ,,,
1718,saria,root,,a + r i ŋ,,,
1719,saria,torun,,r i ʔ,,,
1720,saria,salt,,h o ŋ,,,
1721,saria,sand,,b ɛː + tʃ i ʔ,,,
1722,saria,tosay,,j ɔː,,,
1723,saria,tosee,,ɲ ɨː,,,
1724,saria,tosit,,t u ŋ,,,
1725,saria,skinhide,,a + k əː,,,
1726,saria,tosleep,,r ə ʔ,,,
1727,saria,small,,ɲ ɛː + d oː,,,
1728,saria,smoke,,b ai + k ɨː,,,
1729,saria,stand,,tʃ i ŋ,,,
1730,saria,star,,s ai ʔ,,,
1731,saria,stonerock,,k ə + b ɹ aː,,,
1732,saria,sun,,h a + m i,,,
1733,saria,sweet,,a + p i ŋ,,,
1734,saria,tail,,ɲ i + m ɹ ɛː,,,
1735,saria,totake,,r ei,,,
1736,saria,thick,,t o ʔ + r ɨː,,,
1737,saria,this,,h ə ŋ,,,
1738,saria,tongue,,l ue,,,
1739,saria,tooth,,t ua ŋ,,,
1740,saria,water,,k ua,,,
1741,saria,what,,h ai,,,
1742,saria,white,,a + r j u ŋ,,,
1743,saria,who,,h aː,,,
1744,saria,wind,,a + h ui ʔ,,,
1745,saria,wing,,m ə + j ui ʔ,,,
1746,saria,woman,,a + m ui,,,
1747,saria,wood,,h ɹ i ŋ,,,
1748,saria,yesterday,,b ɹ õ r ĩ,,,
1749,chayangtajo,1sg,,g o,,,
1750,chayangtajo,2sg,,n a,,,
1751,chayangtajo,3sg,,w ɛː,,,
1752,chayangtajo,ant,,g ɹ ɛ ŋ + g ɹ o,,,
1753,chayangtajo,armhand,,g ei ʔ,,,
1754,chayangtajo,ash,,b ɛː + r a k,,,
1755,chayangtajo,big,,k ə l aː,,,
1756,chayangtajo,bird,,p ə + d ou,,,
1757,chayangtajo,bite,,t ua,,,
1758,chayangtajo,bitter,,a + tʃ aː,,,
1759,chayangtajo,black,,a + h j ɛ̃,,,
1760,chayangtajo,blood,,h ue,,,
1761,chayangtajo,bone,,a + z ai ʔ,,,
1762,chayangtajo,breast,,a + n j ɛː,,,
1763,chayangtajo,toburnit,,j ɨː,,,
1764,chayangtajo,tocarryonback,,e i ʔ,,,
1765,chayangtajo,cloud,,k a + t əː,,,
1766,chayangtajo,tocryweep,,tʃ a p,,,
1767,chayangtajo,todie,,iː,,,
1768,chayangtajo,todomake,,k ai ʔ,,,
1769,chayangtajo,dog,,k a j oː,,,
1770,chayangtajo,drink,,r i ŋ,,,
1771,chayangtajo,dry,,a + w ai ʔ,,,
1772,chayangtajo,ear,,k ui ʔ,,,
1773,chayangtajo,eat,,tʃ iː,,,
1774,chayangtajo,egg,,m ə + r iː,,,
1775,chayangtajo,eye,,k ə k,,,
1776,chayangtajo,far,,a + tʃ j eː,,,
1777,chayangtajo,fat,,a + z ua,,,
1778,chayangtajo,fingernail,,g ei + s i ʔ,,,
1779,chayangtajo,fire,,b ae,,,
1780,chayangtajo,fish,,k a h ua ŋ,,,
1781,chayangtajo,fleshmeat,,m ə + r j e ʔ,,,
1782,chayangtajo,tofly,,p j e ʔ,,,
1783,chayangtajo,full,,l j ɛː,,,
1784,chayangtajo,togive,,t a ŋ,,,
1785,chayangtajo,togo,,uː,,,
1786,chayangtajo,good,,a + n j a ŋ,,,
1787,chayangtajo,haironhead,,k ə + z a k,,,
1788,chayangtajo,hard,,a + k aː,,,
1789,chayangtajo,head,,a + k o k,,,
1790,chayangtajo,tohear,,r o ŋ,,,
1791,chayangtajo,heavy,,a + l ei,,,
1792,chayangtajo,tohide,,r ou + g əː,,,
1793,chayangtajo,tokill,,a i ʔ,,,
1794,chayangtajo,horn,,k o + w a ŋ,,,
1795,chayangtajo,house,,tʃ u k,,,
1796,chayangtajo,in,,a + ɹ a ŋ,,,
1797,chayangtajo,knee,,k a + p ɹ ei,,,
1798,chayangtajo,toknow,,d ai ʔ,,,
1799,chayangtajo,tolaugh,,r uɛ,,,
1800,chayangtajo,leaf,,a + l ə ʔ,,,
1801,chayangtajo,legfoot,,l ɛː,,,
1802,chayangtajo,liver,,a + p j i ʔ,,,
1803,chayangtajo,long,,a + p ɹ a ŋ,,,
1804,chayangtajo,louse,,p ɹ ɛː,,,
1805,chayangtajo,moon,,a m + b oː,,,
1806,chayangtajo,mouth,,s ə ʔ,,,
1807,chayangtajo,name,,a + b ɹ ɛ ŋ,,,
1808,chayangtajo,navel,,r ue + r ei,,,
1809,chayangtajo,neck,,k ə + t u ŋ,,,
1810,chayangtajo,new,,a + f ai ʔ,,,
1811,chayangtajo,nose,,a + p o k,,,
1812,chayangtajo,not,,b a,,,
1813,chayangtajo,oldofthings,,a + tʃ ai ʔ,,,
1814,chayangtajo,one,,h ui,,,
1815,chayangtajo,path,,p u z uɛ,,,
